symbol,name,market,industry
6865.TWO,偉康科技,TWO,數位雲端
6870.TWO,騰雲,TWO,數位雲端
6874.TWO,倍力,TWO,資訊服務業
6877.TWO,鏵友益,TWO,其他電子業
6881.TWO,潤德,TWO,其他
6884.TWO,海柏特,TWO,資訊服務業
6895.TWO,宏碩系統,TWO,半導體業
6899.TWO,創為精密,TWO,光電業
6903.TWO,巨漢,TWO,其他電子業
6904.TWO,伯鑫,TWO,其他
6907.TWO,雅特力-KY,TWO,半導體業
6910.TWO,德鴻,TWO,數位雲端
6913.TWO,鴻呈,TWO,電子零組件業
6922.TWO,宸曜,TWO,電腦及週邊設備業
6925.TWO,意藍,TWO,數位雲端
6953.TWO,家碩,TWO,半導體業
6961.TWO,旅天下,TWO,觀光餐旅
6967.TWO,汎瑋材料,TWO,電子零組件業
6982.TWO,大井泵浦,TWO,電機機械
6983.TWO,華洋精機,TWO,其他電子業
6996.TWO,力領科技,TWO,半導體業
6997.TWO,博弘,TWO,數位雲端
7402.TWO,邑錡,TWO,光電業
7547.TWO,碩網,TWO,數位雲端
7556.TWO,意德士科技,TWO,半導體業
7584.TWO,樂意,TWO,文化創意業
7642.TWO,昶瑞機電,TWO,電機機械
7703.TWO,銳澤,TWO,其他電子業
7704.TWO,明遠精密,TWO,半導體業
7708.TWO,全家餐飲,TWO,觀光餐旅
7709.TWO,榮田,TWO,電機機械
7712.TWO,博盛半導體,TWO,半導體業
7714.TWO,創泓科技,TWO,數位雲端
7716.TWO,昱臺國際,TWO,航運業
7717.TWO,萊德光電-KY,TWO,通信網路業
7718.TWO,友鋮,TWO,電機機械
7723.TWO,築間,TWO,觀光餐旅
7728.TWO,光焱科技,TWO,其他電子業
7734.TWO,印能科技,TWO,半導體業
7738.TWO,東聯互動,TWO,數位雲端
7743.TWO,金利食安,TWO,食品工業
7744.TWO,崴寶,TWO,電子零組件業
7747.TWO,昕奇雲端,TWO,數位雲端
7751.TWO,竑騰,TWO,半導體業
7753.TWO,星亞,TWO,光電業
7757.TWO,金色三麥,TWO,觀光餐旅
7767.TWO,仁大資訊,TWO,資訊服務業
7770.TWO,君曜,TWO,半導體業
7772.TWO,耀穎,TWO,半導體業
7777.TWO,能率亞洲,TWO,其他
7792.TWO,安葆,TWO,其他電子業
7805.TWO,威聯通,TWO,數位雲端
7810.TWO,捷創科技,TWO,半導體業
7819.TWO,精誠金融,TWO,資訊服務業
7828.TWO,創新服務,TWO,半導體業
7839.TWO,達人網,TWO,數位雲端
8024.TWO,佑華,TWO,半導體業
8027.TWO,鈦昇,TWO,電機機械
8032.TWO,光菱,TWO,電子通路業
8034.TWO,榮群,TWO,通信網路業
8038.TWO,長園科,TWO,電子零組件業
8040.TWO,九暘,TWO,半導體業
8042.TWO,金山電,TWO,電子零組件業
8043.TWO,蜜望實,TWO,電子零組件業
8044.TWO,網家,TWO,數位雲端
8047.TWO,星雲,TWO,其他電子業
8048.TWO,德勝,TWO,通信網路業
8049.TWO,晶采,TWO,光電業
8050.TWO,廣積,TWO,電腦及週邊設備業
8054.TWO,安國,TWO,半導體業
8059.TWO,凱碩,TWO,通信網路業
8064.TWO,東捷,TWO,光電業
8067.TWO,志旭,TWO,電子通路業
8068.TWO,全達,TWO,電子通路業
8069.TWO,元太,TWO,光電業
8071.TWO,能率網通,TWO,電子零組件業
8074.TWO,鉅橡,TWO,電子零組件業
8076.TWO,伍豐,TWO,電腦及週邊設備業
8077.TWO,洛碁,TWO,觀光餐旅
8083.TWO,瑞穎,TWO,電機機械
8084.TWO,巨虹,TWO,電子通路業
8085.TWO,福華,TWO,其他電子業
8086.TWO,宏捷科,TWO,半導體業
8088.TWO,品安,TWO,半導體業
8089.TWO,康全電訊,TWO,通信網路業
8091.TWO,翔名,TWO,半導體業
8092.TWO,建暐,TWO,其他電子業
8093.TWO,保銳,TWO,電子零組件業
8096.TWO,擎亞,TWO,電子通路業
8097.TWO,常珵,TWO,通信網路業
8099.TWO,大世科,TWO,資訊服務業
8102.TWO,傑霖科技,TWO,半導體業
8107.TWO,大億金茂,TWO,電機機械
8109.TWO,博大,TWO,電子零組件業
8111.TWO,立碁,TWO,光電業
8121.TWO,越峰,TWO,電子零組件業
8147.TWO,正淩,TWO,電子零組件業
8155.TWO,博智,TWO,電子零組件業
8176.TWO,智捷,TWO,通信網路業
8182.TWO,加高,TWO,電子零組件業
8183.TWO,精星,TWO,其他電子業
8227.TWO,巨有科技,TWO,半導體業
8234.TWO,新漢,TWO,電腦及週邊設備業
8240.TWO,華宏,TWO,光電業
8255.TWO,朋程,TWO,電機機械
8272.TWO,全景軟體,TWO,資訊服務業
8277.TWO,商丞,TWO,半導體業
8284.TWO,三竹,TWO,資訊服務業
8289.TWO,泰藝,TWO,電子零組件業
8291.TWO,尚茂,TWO,電子零組件業
8299.TWO,群聯,TWO,半導體業
8342.TWO,益張,TWO,其他
8349.TWO,恒耀國際,TWO,鋼鐵工業
8354.TWO,冠好,TWO,其他
8358.TWO,金居,TWO,電子零組件業
8383.TWO,千附,TWO,半導體業
8401.TWO,白紗科,TWO,其他
8410.TWO,森田,TWO,電腦及週邊設備業
8415.TWO,大國鋼,TWO,鋼鐵工業
8416.TWO,實威,TWO,資訊服務業
8421.TWO,旭源,TWO,其他
8426.TWO,紅木-KY,TWO,其他
8431.TWO,匯鑽科,TWO,其他電子業
8435.TWO,鉅邁,TWO,其他
8437.TWO,大地-KY,TWO,其他
8444.TWO,綠河-KY,TWO,其他
8446.TWO,華研,TWO,文化創意業
8450.TWO,霹靂,TWO,文化創意業
8455.TWO,大拓-KY,TWO,其他電子業
8472.TWO,納維康,TWO,數位雲端
8477.TWO,創業家,TWO,數位雲端
8489.TWO,三貝德,TWO,其他
8905.TWO,裕國,TWO,其他
8906.TWO,花王,TWO,其他
8908.TWO,欣雄,TWO,油電燃氣業
8916.TWO,光隆,TWO,其他
8917.TWO,欣泰,TWO,油電燃氣業
8921.TWO,沈氏,TWO,其他
8923.TWO,時報,TWO,文化創意業
8927.TWO,北基,TWO,油電燃氣業
8929.TWO,富堡,TWO,其他
8930.TWO,青鋼,TWO,鋼鐵工業
8931.TWO,大汽電,TWO,油電燃氣業
8932.TWO,智通*,TWO,數位雲端
8935.TWO,邦泰,TWO,其他
8936.TWO,國統,TWO,其他
8937.TWO,合騏*,TWO,其他
8942.TWO,森鉅,TWO,其他
9949.TWO,琉園,TWO,文化創意業
9950.TWO,萬國通,TWO,塑膠工業
9951.TWO,皇田,TWO,電機機械
9962.TWO,有益,TWO,鋼鐵工業
